well,cycle,ROX,SYBR,row,column,sample_id,replicate,sample_dilution,dilution_factor,sample_class,channel,template_vol,final_vol
23,79,166345.3125,639946.25,B,11,200207_0_8,1,2,100,sample,1,5,20
23,80,166451.5156,633764.125,B,11,200207_0_8,1,2,100,sample,1,5,20
23,81,166459.3906,627821.6875,B,11,200207_0_8,1,2,100,sample,1,5,20
23,82,166390.2344,622034.25,B,11,200207_0_8,1,2,100,sample,1,5,20
23,83,166453.7812,616235.5,B,11,200207_0_8,1,2,100,sample,1,5,20
23,84,166505.4219,610396.125,B,11,200207_0_8,1,2,100,sample,1,5,20
23,85,166573.8125,604655,B,11,200207_0_8,1,2,100,sample,1,5,20
23,86,166546.5,598909.0625,B,11,200207_0_8,1,2,100,sample,1,5,20
23,87,166598.5938,593318.375,B,11,200207_0_8,1,2,100,sample,1,5,20
23,88,166652.9688,587737.6875,B,11,200207_0_8,1,2,100,sample,1,5,20
23,89,166763.3125,581849.625,B,11,200207_0_8,1,2,100,sample,1,5,20
23,90,166632,576134.875,B,11,200207_0_8,1,2,100,sample,1,5,20
23,91,166518.0938,570677.375,B,11,200207_0_8,1,2,100,sample,1,5,20
23,92,166474.6875,565305.875,B,11,200207_0_8,1,2,100,sample,1,5,20
23,93,166446.3125,559883.6875,B,11,200207_0_8,1,2,100,sample,1,5,20
23,94,166406.1562,554271.8125,B,11,200207_0_8,1,2,100,sample,1,5,20
23,95,166415.7656,548577.5,B,11,200207_0_8,1,2,100,sample,1,5,20
23,96,166447.875,542866.0625,B,11,200207_0_8,1,2,100,sample,1,5,20
23,97,166360.2031,537024.5625,B,11,200207_0_8,1,2,100,sample,1,5,20
23,98,166282.5,531130.875,B,11,200207_0_8,1,2,100,sample,1,5,20
23,99,166408.1875,525062.25,B,11,200207_0_8,1,2,100,sample,1,5,20
23,100,166455.7812,519160.1875,B,11,200207_0_8,1,2,100,sample,1,5,20
23,101,166386.0938,513340.5312,B,11,200207_0_8,1,2,100,sample,1,5,20
23,102,166300.6719,507685.8125,B,11,200207_0_8,1,2,100,sample,1,5,20
23,103,166416.7969,502247.8125,B,11,200207_0_8,1,2,100,sample,1,5,20
23,104,166564.375,496628.3438,B,11,200207_0_8,1,2,100,sample,1,5,20
23,105,166684.1562,491020.3125,B,11,200207_0_8,1,2,100,sample,1,5,20
23,106,166822.125,485189.2812,B,11,200207_0_8,1,2,100,sample,1,5,20
23,107,167010.6875,479427.25,B,11,200207_0_8,1,2,100,sample,1,5,20
23,108,167186.4688,473051.7188,B,11,200207_0_8,1,2,100,sample,1,5,20
23,109,167447.6719,465528.375,B,11,200207_0_8,1,2,100,sample,1,5,20
23,110,167881.625,455695.7812,B,11,200207_0_8,1,2,100,sample,1,5,20
23,111,168874.0312,440531.125,B,11,200207_0_8,1,2,100,sample,1,5,20
23,112,170193.2656,416311.9688,B,11,200207_0_8,1,2,100,sample,1,5,20
23,113,172355.375,377387.125,B,11,200207_0_8,1,2,100,sample,1,5,20
23,114,175348.3125,313451.7812,B,11,200207_0_8,1,2,100,sample,1,5,20
23,115,177140.8594,233927.375,B,11,200207_0_8,1,2,100,sample,1,5,20
23,116,176349.2344,162069.5312,B,11,200207_0_8,1,2,100,sample,1,5,20
23,117,173859.1562,119927.6016,B,11,200207_0_8,1,2,100,sample,1,5,20
23,118,172184.9531,101334.6172,B,11,200207_0_8,1,2,100,sample,1,5,20
23,119,171465.9375,94845.7969,B,11,200207_0_8,1,2,100,sample,1,5,20
23,120,171269.6562,91138.1719,B,11,200207_0_8,1,2,100,sample,1,5,20
23,121,171013.5,88445.8125,B,11,200207_0_8,1,2,100,sample,1,5,20
23,122,170536.7188,85839.0625,B,11,200207_0_8,1,2,100,sample,1,5,20
23,123,169871.4219,83088.6172,B,11,200207_0_8,1,2,100,sample,1,5,20
23,124,169233.7656,80384.7891,B,11,200207_0_8,1,2,100,sample,1,5,20
23,125,168760.0156,78579.0938,B,11,200207_0_8,1,2,100,sample,1,5,20
23,126,168373.375,77242.25,B,11,200207_0_8,1,2,100,sample,1,5,20
23,127,167920.5938,76130.6016,B,11,200207_0_8,1,2,100,sample,1,5,20
23,128,167572.4688,74950.3906,B,11,200207_0_8,1,2,100,sample,1,5,20
23,129,167466.5312,73776.9219,B,11,200207_0_8,1,2,100,sample,1,5,20
23,130,167511.5938,72413.5,B,11,200207_0_8,1,2,100,sample,1,5,20
23,131,167497.5,71043.6328,B,11,200207_0_8,1,2,100,sample,1,5,20
23,132,167414.4688,69761.8516,B,11,200207_0_8,1,2,100,sample,1,5,20
23,133,167377.4688,68382.2344,B,11,200207_0_8,1,2,100,sample,1,5,20
23,134,167535.6094,66882.5391,B,11,200207_0_8,1,2,100,sample,1,5,20
23,135,167836.375,65068.918,B,11,200207_0_8,1,2,100,sample,1,5,20
23,136,167979.4688,62582.5195,B,11,200207_0_8,1,2,100,sample,1,5,20
23,137,167947.5625,59401.6562,B,11,200207_0_8,1,2,100,sample,1,5,20
23,138,167822.3438,55975.4336,B,11,200207_0_8,1,2,100,sample,1,5,20
23,139,167765.3125,52847.293,B,11,200207_0_8,1,2,100,sample,1,5,20
23,140,167646.5625,50231.8438,B,11,200207_0_8,1,2,100,sample,1,5,20
23,141,167394.1875,48066.4258,B,11,200207_0_8,1,2,100,sample,1,5,20
23,142,166701.2031,45381.9961,B,11,200207_0_8,1,2,100,sample,1,5,20
23,143,165681.0156,44137.2188,B,11,200207_0_8,1,2,100,sample,1,5,20
23,144,164604.3906,45503.9922,B,11,200207_0_8,1,2,100,sample,1,5,20
25,1,145447.9375,86539.8984,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,2,145895.9688,86160.8516,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,3,146008.1094,85716.2969,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,4,145956.125,85213.0156,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,5,146024.8281,84940.2578,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,6,146148.8281,84606.4531,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,7,146294.7812,84391.9922,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,8,146452.25,84153.6406,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,9,146547.1562,84028.0156,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,10,146626.1562,83916.875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,11,146717.9062,83762.8438,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,12,146781.25,83583.9297,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,13,146786.3594,83459.2188,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,14,146759.6875,83418.9141,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,15,146787.125,83412.0312,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,16,146789.5469,83587.9531,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,17,146834.5938,84081.1953,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,18,146860.8906,85214.5391,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,19,146879.4375,87524.5,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,20,146806.8281,92193.4844,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,21,146628.3125,101291.7578,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,22,146408.4688,118591.2109,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,23,146004.3281,150182.4375,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,24,145172.6719,204342.8125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,25,143612.7812,287793.2812,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,26,141302.1406,397482.4688,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,27,138455.5312,516378.7188,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,28,135556.7969,621038.125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,29,133050.1562,697642.8125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,30,131153.4688,746485.3125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,31,129966.8359,775202.75,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,32,129199.4531,791675,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,33,128781.4062,801103.875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,34,128415.5469,806713.1875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,35,128271.1719,809744.4375,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,36,128131.0469,812031.8125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,37,128099.5625,813284.9375,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,38,128160.1172,813163.6875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,39,128073.5625,812458.0625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,40,127678.375,812522.6875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,41,133718.1094,762422.125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,42,134636.8125,737514.25,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,43,135234.1562,717584.875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,44,135552.2188,703130.375,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,45,135851.2969,691747,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,46,136162.4062,682416.625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,47,136530.4844,674951,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,48,136909.0625,668561.9375,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,49,137171,662799.4375,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,50,137337.4219,657433.6875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,51,137456.7812,652431.3125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,52,137698.1719,647440,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,53,137915.2656,642638.8125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,54,138190.3906,638052.0625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,55,138398.6875,633345.5625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,56,138564.25,628545.625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,57,138724.8594,623777.6875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,58,138926.3125,619249.0625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,59,139110.875,614728.8125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,60,139362.0312,610055.0625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,61,139562.8438,605557.875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,62,139682.1875,601215.6875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,63,139777.3906,596505.875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,64,140022.7812,591488.5,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,65,140206.1562,586695.25,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,66,140244.6406,582490.625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,67,140361.25,578214.5625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,68,140564.5312,573795.4375,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,69,140797.3594,569167.3125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,70,140953.3281,564708.9375,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,71,141093.75,560381.9375,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,72,141252.6562,555751.8125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,73,141435.7344,551356.5625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,74,141563.7344,546797.5625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,75,141563.7812,542399.5,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,76,141549.1406,537714.6875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,77,141659.8594,532913.1875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,78,141816.5938,528002.125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,79,141990.7188,523369.7812,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,80,142145.7969,519133.9688,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,81,142343.7656,514693.5312,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,82,142389.2188,510228,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,83,142468.7812,505616.5312,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,84,142548.3125,501030.9375,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,85,142661.1094,496553.2812,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,86,142820.125,492163.75,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,87,142995.5781,487624.3125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,88,143050.4844,483188.25,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,89,143007.9688,478921.9688,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,90,143070.4688,474734.0625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,91,143165.8281,470526.0312,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,92,143241,466221.1562,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,93,143309.7812,462015.0625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,94,143438.9688,457775.6875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,95,143500.7031,453544.8125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,96,143598.1094,449140.0938,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,97,143640.2031,444956.7812,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,98,143791.1875,440654.75,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,99,143879.2812,436141.0312,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,100,143889.9219,431430.8438,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,101,143880.1719,426972.7188,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,102,143894.1562,422521.125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,103,144005.6406,418114.0625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,104,143996.1094,413768.125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,105,143957.1875,409383.0625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,106,143959.125,404830.2188,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,107,144038.6094,400332.6875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,108,144112.375,395770.0625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,109,144236.5938,390563.2188,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,110,144457.4062,384336.7812,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,111,144713,376147.0625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,112,145113.9062,364225.4688,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,113,145954.8906,346220.9062,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,114,147691.8438,315806.8125,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,115,149969.5938,265459.9688,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,116,151696.75,199251.2656,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,117,151210.5781,135164.9531,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,118,148826.4062,91846.7656,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,119,146367.1562,70889.8594,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,120,145109.875,62517.668,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,121,144565.4531,56819.2539,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,122,144390.4688,51921.7617,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,123,144761.5938,48074.375,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,124,145291.0469,44804.3789,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,125,145360.875,41600.7891,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,126,145113.9688,39143.7344,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,127,145018.75,37864.5859,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,128,145137.0156,37204.4531,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,129,145235.9375,36626.625,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,130,145217.2656,36032.6875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,131,145132.5625,35548.875,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,132,145118.4219,34942.7148,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,133,145035.9375,34455.9609,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,134,144937.5,33870.7695,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,135,144773.2344,33309.3633,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,136,144688.2812,32563.4766,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,137,144619.6094,31642.9902,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,138,144533.9062,30153.6309,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,139,144465.8594,28496.0586,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,140,144383.4844,26985.6387,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,141,144233.5469,25764.3242,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,142,143715.9219,24081.541,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,143,143128.5156,22952.5469,C,1,200206_0_4,1,3,1000,sample,4,5,20
25,144,142610.0938,22960.5312,C,1,200206_0_4,1,3,1000,sample,4,5,20
26,1,166259.0469,112673.1562,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,2,165900.5469,110315.4141,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,3,165983.4062,108987.7188,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,4,166439.5781,108621.1172,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,5,166803.1406,108611.0234,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,6,167079.2969,108598.1172,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,7,167323.375,108646.8438,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,8,167539.9219,108613.2812,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,9,167680.1094,108318.9062,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,10,167771.6094,107877.9062,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,11,167878.75,107510.0625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,12,167976.5156,107476.0938,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,13,167985.625,107414.2734,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,14,168017.3125,107460.8594,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,15,167950.6719,107817.8359,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,16,167950.2344,108686.875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,17,167896.8281,110556.1875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,18,167867.8281,114480.1328,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,19,167730.5312,122600.4141,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,20,167544.2031,137804.375,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,21,167194.3438,166136.6875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,22,166435.9688,216514.4375,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,23,165073.875,298500.4688,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,24,162913.6875,414484.0938,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,25,159892.1406,551454.25,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,26,156506.3281,683463.3125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,27,153421.4062,788165.5,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,28,151070.9062,858568.6875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,29,149439.25,900901,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,30,148360.875,924646.4375,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,31,147552.0312,938462,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,32,147027.0625,946972.6875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,33,146673.8906,952589.625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,34,146522.5625,955495.3125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,35,146497.0938,956775.875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,36,146601.4531,956898.5625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,37,146668.2656,956645.8125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,38,146681.6875,955652.5625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,39,146674.875,954681.1875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,40,146539.9219,954192.875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,41,153572.7188,895160.5625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,42,153993.75,866660.1875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,43,154671.4375,843186.25,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,44,155316.4375,825724.6875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,45,155571.6719,812385.8125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,46,155768.4688,801861.625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,47,156082.75,793117.125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,48,156417.5,785577.125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,49,156632.9062,778795.625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,50,156861.1406,772469.4375,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,51,157094.0312,766413.1875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,52,157365.2969,760551.125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,53,157460.1562,754950.5,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,54,157520.8281,749376.25,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,55,157653.625,743627.3125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,56,157914.6406,737918.5,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,57,158226.3438,732468.5625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,58,158502.7656,727145.75,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,59,158818.1406,721658.3125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,60,159002.7031,716099.375,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,61,159018.125,710852.0625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,62,159118.9219,705439.1875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,63,159336.6875,699914.4375,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,64,159668.5312,694335.5,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,65,159924.2969,688936.375,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,66,160132.3906,683760.625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,67,160100.6875,678570.1875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,68,160206.5,673531.375,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,69,160494.6094,667956.625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,70,160810.9688,662403.125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,71,160960.4844,656905.1875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,72,161105.6406,651673.5,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,73,161240.8281,646561.8125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,74,161223.875,641410.25,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,75,161219.6875,636333.125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,76,161321.0781,630946.0625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,77,161506.4531,625437.6875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,78,161646.0781,620043,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,79,161824.2812,614949.5,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,80,162032.0312,609801.5,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,81,162207.1094,604477.75,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,82,162296.1719,599075.3125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,83,162346.0781,593841.75,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,84,162484.2344,588437.5,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,85,162624.25,583217.0625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,86,162709.6406,578022.3125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,87,162769.1875,572954,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,88,162720.5,567954.0625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,89,162842.7969,562818.25,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,90,162920.8906,557712.8125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,91,163075.4375,552519.25,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,92,163026.25,547471,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,93,163103.875,542447.125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,94,163369.7812,537376.9375,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,95,163554.125,532206.8125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,96,163596.6875,527016.9375,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,97,163553.3438,521949.0312,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,98,163702.7344,516786.6875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,99,163781.6875,511524.2812,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,100,163773.1719,506513.1875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,101,163738.6094,501384.6875,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,102,163816.0781,495960.4062,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,103,163917.1562,490503.5,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,104,163947.5,485518.8438,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,105,164055.4219,480551.25,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,106,164111.8281,475205.4375,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,107,164102.7031,469829.4375,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,108,164081.8281,464350.7188,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,109,164238.5156,458569.8438,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,110,164308.9062,452103,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,111,164525.375,443659.625,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,112,165221.7812,431052.2188,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,113,166336.2969,411912.75,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,114,168075.4219,379965.6562,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,115,170703.2969,325678.3125,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,116,173420.9375,249403.5938,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,117,173939.9062,167906.7344,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,118,171685.875,105912.8203,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,119,168726.8281,72766.5703,C,2,200206_2_7,1,3,1000,sample,5,5,20
26,120,167138.5312,61031.2344,C,2,200206_2_7,1,3,1000,sample,5,5,20
